gene	expr	reptime	hic
MC2R	11.79989228	0.76	-2
MC3R	12.44669063	0.69	-58
MC4R	10.69781402	0.84	3
MC5R	11.78406649	0.66	8
MCAM	13.89941319	0.18	48
MCAT	13.34408512	0.2	48
MCC	12.51086991	0.47	16
MCCC1	12.5273551	0.56	22
MCCC2	12.98667881	0.56	36
MCCD1	14.73753124	0.2	34
MCEE	12.78014627	0.47	40
MCF2L	13.57907658	0.36	25
MCF2L2	12.89457154	0.6	24
MCFD2	13.60442156	0.24	33
MCHR1	13.49548847	0.15	54
MCHR2	12.4635983	0.76	-16
MCIDAS	13.3010932	0.36	27.43
MCL1	14.20460845	0.15	31
MCM10	12.41381419	0.34	35
MCM2	12.80805803	0.34	22
MCM3	12.65426833	0.49	23
MCM3AP	13.66219153	0.49	60
MCM4	13.70831503	0.44	35
MCM5	12.81210299	0.23	3
MCM6	13.05868635	0.4	29
MCM7	13.42890351	0.25	45
MCM8	12.61496853	0.35	13
MCM9	11.66719042	0.81	16
MCMBP	13.15530674	0.28	42
MCMDC2	12.87984586	0.4	22
MCOLN1	13.3200447	0.31	36
MCOLN2	12.83093028	0.65	-5
MCOLN3	12.95996915	0.62	4
MCPH1	11.76321715	0.63	9
MCRS1	14.61638415	0.22	53
MCTP1	11.90834697	0.49	22
MCTP2	10.74134095	0.36	-17
MCU	13.36161175	0.16	34
MCUR1	12.5299444	0.38	27
MDC1	14.56463582	0.17	41
MDFI	13.09558604	0.39	52
MDFIC	10.55448373	0.52	15
MDGA1	12.79227472	0.45	50
MDGA2	9.549166978	0.66	-46
MDH1	12.70181712	0.47	7
MDH1B	12.24032913	0.77	1
MDH2	13.88580591	0.22	49
MDK	13.61358163	0.21	45
MDM1	12.77739112	0.57	16
MDM2	13.20162363	0.22	32
MDM4	12.94835279	0.19	39
MDN1	12.82791178	0.59	34
MDS2	12.64748535	0.16	5.41
ME1	12.064607	0.64	-13
ME2	12.26772262	0.28	61
ME3	12.75621802	0.26	1
MEA1	13.99813873	0.2	40
MEAF6	13.00864358	0.26	25
MECOM	12.28126824	0.84	-10
MECR	12.8756876	0.24	22
MED1	14.17642032	0.2	17
MED10	12.44183623	0.72	-12
MED11	14.05617335	0.22	28
MED12L	11.50238006	0.58	9
MED13	12.82073653	0.33	3
MED13L	12.13464109	0.52	-12
MED15	13.07068475	0.31	44
MED16	14.5896855	0.2	28
MED17	12.63607751	0.52	10
MED18	13.53361836	0.17	25
MED19	13.73593799	0.25	15
MED20	12.97002539	0.34	34
MED21	12.91963501	0.3	26
MED22	14.41867012	0.42	28
MED23	11.90372354	0.78	7
MED24	14.29365223	0.21	28
MED25	14.33027601	0.17	37
MED27	13.29387337	0.48	29
MED28	12.51011761	0.66	32
MED29	14.37426769	0.23	32
MED30	11.84222921	0.57	6.49
MED31	13.40596664	0.28	9
MED4	12.68993912	0.52	34
MED6	12.40487432	0.69	29
MED7	12.0257431	0.84	18
MED8	13.9001467	0.25	27
MED9	13.72725841	0.22	-3
MEDAG	12.82103123	0.55	59
MEF2A	12.19377737	0.35	12
MEF2B	14.04695	0.22	35
MEF2C	11.49886711	0.84	32
MEF2D	14.57687838	0.2	41
MEFV	14.18383992	0.18	37
MEGF10	12.41231823	0.76	6
MEGF11	13.47087993	0.39	49
MEGF6	12.43003186	0.3	15
MEGF8	13.58260703	0.22	42
MEGF9	13.22085576	0.24	15
MEGT1	12.39724988	0.19	14.35
MEI1	14.1890322	0.18	49
MEI4	12.87794729	0.84	22.29
MEIG1	12.45392052	0.35	35
MEIOB	14.33759477	0.25	37
MEIS1	9.966415402	0.65	-10
MEIS2	11.21325178	0.62	-7
MELK	12.88530598	0.29	38
MEMO1	12.74319447	0.39	18
MEN1	14.63166046	0.23	61
MEOX1	13.98130377	0.15	16
MEOX2	10.14976152	0.87	-17
MEP1A	11.83322476	0.55	2
MEP1B	12.74447939	0.55	11
MEPCE	14.20707753	0.17	60
MEPE	12.95613404	0.54	1
MERTK	12.82549843	0.46	12.71
MESP1	13.68878339	0.19	35
MESP2	13.74781185	0.19	37
MEST	12.69430597	0.3	31
MET	13.23252276	0.22	2
METAP1	12.29451383	0.43	21
METAP1D	13.14937319	0.15	26.4
METAP2	12.9981643	0.38	18
METRN	14.0043028	0.19	33
METRNL	12.31375147	0.48	14
METTL1	13.96466219	0.34	39
METTL11B	13.21246375	0.7	26.71
METTL13	12.9476766	0.68	-5
METTL14	12.38407656	0.65	31
METTL15	12.51256053	0.57	-14
METTL16	13.42721668	0.22	19
METTL17	13.82105019	0.43	4
METTL18	12.40840514	0.6	10
METTL21A	12.12039492	0.2	24
METTL21C	12.18332589	0.52	34
METTL23	13.62590816	0.18	22
METTL24	12.11740535	0.61	22
METTL25	10.90218742	0.87	-20
METTL2A	12.70919669	0.25	5
METTL2B	13.70254677	0.2	45
METTL3	13.46933742	0.42	30
METTL4	12.4196304	0.44	-5
METTL5	12.73346331	0.39	35
METTL6	13.13710617	0.15	49
METTL7A	13.2518501	0.22	40
METTL7B	14.3334659	0.38	-8
METTL8	13.15250259	0.3	49
METTL9	13.08043452	0.42	40
MEX3A	14.51135659	0.21	39
MEX3B	12.34560848	0.78	-8
MEX3C	11.89567451	0.46	45
MEX3D	14.56825784	0.22	35
MFAP1	13.57764289	0.25	36
MFAP2	13.42832486	0.22	52
MFAP3	12.06731045	0.59	16
MFAP3L	11.82620218	0.67	-4
MFAP4	13.35469499	0.23	11
MFAP5	12.60160526	0.32	19
MFF	12.43515055	0.21	18
MFGE8	13.24099761	0.58	7
MFHAS1	12.01280945	0.35	34
MFN1	12.91948068	0.62	11
MFN2	13.1578309	0.21	39
MFNG	13.79523336	0.18	51
MFRP	13.86855547	0.18	40
MFSD1	12.10949566	0.81	2
MFSD10	13.43052285	0.26	49
MFSD11	13.62590816	0.18	22
MFSD12	14.58567711	0.21	39
MFSD2A	13.78951457	0.27	27
MFSD2B	12.40141325	0.23	33
MFSD3	14.3784454	0.2	7
MFSD5	14.33268101	0.19	49
MFSD6	13.38725828	0.39	30
MFSD6L	12.95606555	0.55	11
MFSD8	12.34872606	0.33	9
MFSD9	11.16464377	0.8	-3
MGA	13.54802842	0.22	41
MGAM	12.18666044	0.77	-7
MGARP	12.85879098	0.15	24
MGAT1	13.62989879	0.48	25
MGAT2	13.24143802	0.32	-4
MGAT3	13.60819606	0.25	76
MGAT4A	12.67487868	0.65	36
MGAT4B	14.29178014	0.26	38
MGAT4C	9.660332602	0.74	-41
MGAT5	12.08899374	0.7	17
MGAT5B	13.82637137	0.22	17
MGLL	13.28390213	0.29	51
MGME1	13.53593421	0.45	29
MGMT	11.33310478	0.82	-25
MGP	12.74184061	0.42	8
MGRN1	13.50035314	0.16	41
MGST1	12.4914433	0.52	-23
MGST2	12.85369146	0.19	12
MGST3	12.68178184	0.41	0
MIA	13.93522772	0.19	27
MIA2	12.6596928	0.14	16
MIA3	12.32440664	0.39	-1
MIB1	12.41660501	0.28	47
MIB2	14.32640178	0.23	31
MICA	13.1200085	0.35	17.42
MICAL1	12.70289772	0.45	47
MICAL2	12.67473788	0.26	10
MICAL3	12.93642168	0.27	11
MICALCL	13.00759205	0.26	-1
MICALL1	14.13086713	0.19	50
MICALL2	13.46840256	0.28	23
MICB	14.73753124	0.2	34
MICU1	13.06731568	0.16	33
MICU2	12.75186186	0.47	31
MICU3	12.16215211	0.66	-37
MIDN	14.61057378	0.23	29
MIEF1	13.5501143	0.25	74
MIEF2	13.73766901	0.19	18
MIEN1	14.06626305	0.21	38
MIER1	12.71229067	0.64	-9
MIER2	13.71170661	0.58	-17
MIER3	12.21206963	0.39	41
MIF	13.38447838	0.18	61
MIF4GD	14.36001967	0.17	31
MIIP	13.1578309	0.21	39
MINK1	14.18080624	0.2	29
MINOS1	13.5611846	0.27	32
MINOS1-NBL1	13.98548413	0.27	36.09
MINPP1	13.06242227	0.19	25
MIOS	12.27324052	0.45	16
MIOX	13.88831947	0.21	42
MIP	14.8428642	0.18	61
MIPEP	12.47804065	0.65	46
MIPOL1	11.11960136	0.5	-48
MIR205HG	13.18030484	0.43	31.71
MIS12	13.9509414	0.47	24
MIS18A	12.9871231	0.38	8
MIS18BP1	12.3656159	0.51	8
MISP	14.46505584	0.2	23
MITD1	13.13116652	0.63	21
MITF	10.77981009	0.34	-15
MIXL1	13.51437033	0.21	21
MKI67	12.92103024	0.64	-1
MKKS	12.02025498	0.25	-14
MKL1	13.26792586	0.29	55
MKL2	12.13254451	0.24	12
MKLN1	12.46200473	0.21	35
MKNK1	13.31862564	0.22	25
MKNK2	14.43275624	0.24	37
MKRN1	12.79220517	0.52	24
MKRN2	12.77080674	0.28	34
MKRN3	11.45631278	0.83	-55
MKS1	13.65452692	0.38	14
MKX	12.55383095	0.54	4.63
MLANA	12.73070354	0.18	27
MLC1	13.72100096	0.22	25
MLEC	14.3701787	0.31	42
MLF1	12.19009569	0.74	-10
MLF2	14.85089405	0.21	48
MLH1	12.88101512	0.42	21
MLH3	13.7072904	0.22	50
MLIP	11.55219425	0.52	-1
MLK4	12.59058911	0.43	18.37
MLKL	13.2816858	0.15	30
MLLT1	14.07339017	0.42	20
MLLT10	11.76353631	0.38	16
MLLT11	14.29463806	0.16	40
MLLT3	11.35147655	0.5	14
MLLT6	13.9269428	0.18	41
MLN	14.2634852	0.33	28
MLNR	12.68041684	0.4	51
MLPH	13.05642868	0.44	11
MLST8	14.594562	0.22	39
MLTK	12.73968948	0.24	15.56
MLX	14.44899425	0.16	38
MLXIPL	13.99601797	0.17	52
MLYCD	12.86663723	0.55	-6
MMAA	12.3233311	0.81	19
MMAB	12.98732456	0.43	38
MMACHC	13.60411028	0.18	25
MMADHC	11.53641736	0.57	1
MMD	11.90152922	0.46	-59
MMD2	14.24722349	0.53	5
MME	11.19084517	0.63	-12
MMP1	13.14380779	0.57	-16
MMP10	13.14380779	0.5	-16
MMP11	13.36508208	0.23	52
MMP12	13.05820665	0.54	-21
MMP13	12.83210465	0.51	-10
MMP14	13.97893298	0.22	34
MMP15	13.66024993	0.12	9
MMP16	10.21409238	0.82	-34
MMP17	12.80734574	0.21	17
MMP19	14.46209744	0.26	38
MMP2	11.77152882	0.57	-28
MMP23B	13.31313583	0.21	33.23
MMP24	14.07055037	0.16	45
MMP25	13.1808549	0.21	17
MMP26	11.48510196	0.84	-11
MMP27	13.18105484	0.44	-10
MMP28	13.38104394	0.2	6
MMP3	13.05820665	0.57	-21
MMP7	13.16984983	0.31	17
MMP8	13.18105484	0.44	-10
MMP9	13.35401781	0.21	51
MMRN1	10.58837572	0.49	-11
MMRN2	12.8558451	0.16	5
MMS19	13.22912231	0.19	42
MMS22L	11.42591772	0.84	2
MN1	11.58557165	0.21	-110
MNAT1	12.47318715	0.47	5
MND1	12.21748231	0.29	27
MNDA	11.48601665	0.84	2
MNS1	12.26344493	0.6	12
MNT	13.53178332	0.27	28
MNX1	12.86842809	0.37	24
MOAP1	12.69399907	0.22	35
MOB1A	13.84045192	0.21	44
MOB1B	12.4889934	0.6	25
MOB2	13.66387455	0.42	39
MOB3A	14.43275624	0.24	37
MOB3B	11.672652	0.44	-22
MOB3C	13.31862564	0.24	25
MOB4	13.41079867	0.28	25
MOBP	11.99247712	0.6	18
MOCOS	12.88284905	0.5	40
MOCS1	10.72674152	0.79	22
MOCS2	12.23039446	0.35	-5
MOCS3	12.86513291	0.19	36
MOG	13.09068281	0.74	34
MOGAT1	12.43659292	0.37	19
MOGAT2	13.17740255	0.36	45
MOGAT3	13.83788439	0.2	39
MOGS	13.88298508	0.34	45
MOK	14.24191425	0.24	40
MON1A	14.0700644	0.17	38
MON1B	11.00289952	0.78	-19
MON2	12.61097093	0.38	-1
MORC1	11.3918307	0.81	-12
MORC2	13.54595127	0.3	37
MORC3	12.54886771	0.29	63
MORF4L1	13.0873122	0.41	50
MORN1	13.37625803	0.28	30
MORN2	13.01433476	0.3	24.18
MORN3	13.51923971	0.19	50
MORN4	13.24423582	0.14	40
MORN5	12.30180092	0.53	30
MOS	12.74889391	0.49	20
MOSPD3	14.44913595	0.21	60
MOV10	13.23510082	0.36	27
MOV10L1	13.74747259	0.22	31
MOXD1	12.14726699	0.67	1
MPC1	12.2040506	0.44	18
MPC2	13.19052657	0.29	14
MPDU1	14.4871409	0.19	24
MPDZ	11.25790417	0.63	-36
MPEG1	13.20343079	0.67	9
MPG	13.82125503	0.24	36
MPHOSPH10	12.78014627	0.47	40
MPHOSPH6	12.04545778	0.66	-10
MPHOSPH8	12.63200356	0.6	18
MPHOSPH9	13.87767564	0.23	37
MPI	13.54702047	0.19	46
MPL	13.9001467	0.25	27
MPLKIP	12.30755013	0.64	20
MPND	14.56815938	0.22	27
MPO	13.63940564	0.4	15
MPP2	10.96742213	0.19	-20
MPP3	12.63254554	0.18	30
MPP4	13.05216621	0.51	28
MPP5	13.08807623	0.23	32
MPP6	12.44674172	0.44	18
MPP7	12.41262736	0.45	-2
MPPE1	12.6877516	0.15	39
MPPED1	12.77912631	0.44	-6
MPPED2	10.28075893	0.84	-21
MPRIP	13.57140253	0.21	11
MPST	13.45817111	0.42	44
MPV17	14.03489184	0.18	52
MPV17L	13.20908405	0.39	36
MPV17L2	13.97936854	0.2	43
MPZ	13.50783256	0.23	41
MPZL1	13.21092355	0.32	16
MPZL2	13.59957968	0.29	41
MPZL3	13.59957968	0.29	41
MR1	12.21585465	0.25	23
MRAP	12.9871231	0.38	8
MRAP2	10.90910697	0.72	-16
MRAS	12.2158893	0.38	19
MRC1	13.78808913	0.35	39.25
MRC2	12.20745169	0.28	-18
MREG	13.73857876	0.54	19
MRFAP1	13.12566791	0.28	47
MRFAP1L1	13.1244013	0.2	62
MRGBP	13.85905173	0.21	48
MRGPRD	13.23082667	0.25	51
MRGPRE	13.2772829	0.33	36
MRGPRF	13.23082667	0.25	51
MRGPRG	13.21994541	0.33	27.75
MRGPRX1	13.23792172	0.63	15
MRGPRX2	13.08926151	0.68	-1
MRGPRX3	13.35552221	0.44	20
MRGPRX4	13.35552221	0.37	20
MRI1	13.55052105	0.29	6
MRM1	13.05634109	0.55	23
MRO	12.39244432	0.36	12
MROH1	14.75165803	0.19	26
MROH2A	12.17174798	0.37	3.49
MROH2B	12.26084961	0.58	-5
MROH5	12.70591636	0.31	19.13
MROH6	14.59643141	0.24	37
MROH7	13.389167	0.42	15
MROH8	13.6024052	0.31	45
MROH9	12.86266994	0.79	-9
MRPL1	11.97767783	0.5	15
MRPL10	13.88455983	0.21	29
MRPL11	14.47901109	0.18	51
MRPL13	12.31520952	0.7	-16
MRPL14	14.12183576	0.2	53
MRPL15	12.50194236	0.45	31
MRPL16	12.88915181	0.41	8
MRPL17	12.95931725	0.48	8
MRPL18	13.38874878	0.6	26
MRPL19	11.83884219	0.56	2
MRPL2	14.02983211	0.2	42
MRPL20	14.36724854	0.27	28
MRPL21	13.29530273	0.3	45
MRPL22	13.1541837	0.38	38
MRPL23	13.62567605	0.48	53
MRPL24	14.31600459	0.18	53
MRPL27	14.10506937	0.2	24
MRPL28	14.25331829	0.2	37
MRPL3	12.53107218	0.76	15
MRPL30	13.10015049	0.69	27
MRPL32	12.00230884	0.72	-6
MRPL33	13.85942217	0.18	30
MRPL34	13.6436398	0.2	43
MRPL35	13.55860338	0.42	39
MRPL36	12.88471768	0.61	6
MRPL37	13.05111439	0.27	26
MRPL38	14.3449004	0.18	28
MRPL39	13.18705314	0.78	75
MRPL4	14.36335274	0.2	31
MRPL40	13.3853536	0.3	16
MRPL41	14.089868	0.21	41
MRPL42	12.84889711	0.36	15
MRPL43	13.83553473	0.25	40
MRPL44	12.65721196	0.2	23
MRPL45	13.9119056	0.5	10
MRPL46	12.26573681	0.68	4
MRPL47	12.89272629	0.48	10
MRPL48	13.22312232	0.19	42
MRPL49	14.99940075	0.19	46
MRPL50	11.63467396	0.74	-22
MRPL51	14.83244992	0.16	42
MRPL52	13.96849084	0.22	35
MRPL53	13.88298508	0.32	45
MRPL54	14.5783974	0.21	34
MRPL55	13.46257291	0.34	5
MRPL9	13.87611824	0.26	29
MRPS10	13.16998333	0.18	43
MRPS11	12.26573681	0.68	4
MRPS12	14.40030664	0.22	21
MRPS14	12.08287623	0.65	4
MRPS15	13.27256111	0.18	31
MRPS16	13.62886527	0.23	44
MRPS17	13.54181554	0.61	11
MRPS18A	14.30217401	0.18	43
MRPS18B	14.54815822	0.27	32
MRPS18C	12.70864934	0.22	40
MRPS2	12.6067061	0.53	14
MRPS21	14.00873084	0.2	38
MRPS22	12.47337853	0.61	9
MRPS23	13.68060336	0.22	6
MRPS24	13.67958774	0.22	44
MRPS25	13.18543395	0.4	45
MRPS26	13.63589334	0.29	54
MRPS27	12.9358868	0.38	29
MRPS28	12.1762215	0.4	45
MRPS30	11.37926835	0.81	-7
MRPS31	12.50812719	0.42	44
MRPS33	12.77785131	0.62	10
MRPS34	14.28838693	0.29	36
MRPS35	12.76029965	0.38	4
MRPS36	12.95517947	0.25	47
MRPS5	12.05653381	0.63	11
MRPS6	13.57441559	0.45	70
MRPS9	12.03424583	0.65	-3
MRRF	12.67309997	0.53	19
MRS2	12.89724037	0.61	7
MRTO4	13.57749446	0.43	30
MRVI1	13.53507682	0.39	21
MS4A1	12.71659422	0.84	13
MS4A10	13.52084281	0.62	23
MS4A12	12.71659422	0.84	13
MS4A13	12.72963481	0.83	15
MS4A14	12.9805832	0.82	24
MS4A15	13.52084281	0.62	23
MS4A18	12.370672	0.62	14.8
MS4A2	12.72597594	0.61	4
MS4A3	12.72597594	0.61	4
MS4A4A	13.06043904	0.74	8
MS4A4E	12.70478425	0.71	3.8
MS4A5	12.85727481	0.84	18
MS4A6A	12.72646932	0.67	-2
MS4A6E	12.9805832	0.82	24
MS4A7	12.9805832	0.82	24
MS4A8	13.23441983	0.74	16
MSANTD1	13.3252732	0.46	32
MSANTD2	12.0355927	0.59	14
MSANTD3	12.410172	0.5	14.46
MSANTD3-TMEFF1	13.27235079	0.53	34.54
MSANTD4	11.34515749	0.81	-19
MSC	10.15944673	0.68	6
MSGN1	11.81308191	0.81	10
MSH2	13.58358102	0.33	28
MSH3	12.67311565	0.63	36
MSH4	11.89662201	0.57	-10
MSH5	14.73573992	0.19	32
MSH6	13.09853164	0.53	32
MSI1	14.28411008	0.18	50
MSI2	13.59457332	0.37	-7
MSL1	14.26889561	0.2	28
MSL2	12.23912534	0.4	16
MSLN	13.9872008	0.19	39
MSLNL	13.9872008	0.19	39
MSMB	12.91461816	0.57	41
MSMO1	12.05257758	0.54	6
MSMP	13.73478628	0.16	48
MSR1	10.89592418	0.84	-48
MSRA	11.64671307	0.75	6
MSRB1	14.3844949	0.21	39
MSRB2	11.74437046	0.45	5
MSRB3	12.6908017	0.55	3
MSS51	13.65042481	0.22	45
MST1	14.25478561	0.27	48
MST1R	14.0700644	0.17	38
MSTN	13.13914773	0.45	28
MSTO1	14.61769195	0.17	32
MSX1	11.79471521	0.56	37
MSX2	10.32882065	0.52	14
MT1A	13.39083969	0.19	28
MT1B	13.39083969	0.19	28
MT1E	13.39083969	0.19	28
MT1F	13.39083969	0.16	28
MT1G	13.40236352	0.14	26
MT1H	13.40236352	0.14	26
MT1HL1	12.789306	0.77	23.44
MT1M	13.39083969	0.19	28
MT1X	13.40236352	0.14	26
MT2A	13.39083969	0.19	28
MT3	13.39083969	0.19	28
MT4	13.30292004	0.19	24
MTA1	13.55826069	0.24	40
MTA2	14.80719369	0.2	42
MTA3	12.7480335	0.37	27
MTAP	12.31909771	0.34	-28
MTBP	12.1746181	0.74	-3
MTCH1	13.63165262	0.23	41
MTCH2	13.80533496	0.21	28
MTDH	13.31327626	0.22	38
MTF1	13.00597786	0.34	33
MTF2	13.32430454	0.39	16
MTFMT	13.45464829	0.17	51
MTFP1	13.26244743	0.21	30.25
MTFR1	11.8927787	0.43	16
MTFR1L	13.52299281	0.37	24
MTFR2	12.55545758	0.24	15
MTG2	13.66639087	0.29	-13
MTHFD1	13.37030412	0.21	45
MTHFD1L	12.74172356	0.37	21
MTHFD2	13.84214665	0.17	50
MTHFD2L	12.10188921	0.35	15
MTHFR	13.18214812	0.19	39
MTHFS	12.30940962	0.68	9
MTHFSD	11.16152231	0.3	3
MTIF2	13.77985229	0.34	25
MTIF3	12.63448576	0.41	60
MTMR10	12.54171239	0.54	22
MTMR11	13.92500243	0.45	51
MTMR12	12.86032826	0.15	27
MTMR14	13.70907724	0.35	39
MTMR2	12.56367366	0.43	-1
MTMR3	13.53087052	0.2	29
MTMR4	13.65967045	0.38	23
MTMR6	12.70815314	0.46	31
MTMR7	12.66975949	0.37	7
MTMR9	10.93489109	0.65	0
MTNR1A	12.76883491	0.66	-26
MTNR1B	10.91710461	0.77	-18
MTO1	13.48727035	0.19	29
MTOR	13.26588693	0.36	32
MTPAP	11.42238788	0.38	12
MTPN	12.86710719	0.47	-9
MTR	12.9171727	0.7	-13
MTRF1	12.64247425	0.3	61
MTRF1L	11.98053874	0.55	-1
MTRNR2L1	12.95437769	0.82	19.12
MTRNR2L11	12.95437769	0.79	19.12
MTRNR2L12	12.95437769	0.8	19.12
MTRNR2L13	12.95437769	0	19.12
MTRNR2L2	12.80827736	0.55	20.43
MTRNR2L3	12.95437769	0.6	19.12
MTRNR2L4	12.80827736	0.3	20.43
MTRNR2L5	12.95437769	0.84	19.12
MTRNR2L6	12.95437769	0.46	19.12
MTRNR2L7	12.95437769	0.86	19.12
MTRNR2L8	12.95437769	0.38	19.12
MTRNR2L9	12.95437769	0.81	19.12
MTRR	11.09804618	0.81	-9
MTSS1	13.0841297	0.55	39
MTSS1L	13.68856429	0.18	34
MTUS1	13.03339882	0.24	-5
MTUS2	12.49771188	0.62	-5
MTX1	14.40409912	0.19	32
MTX2	12.38839004	0.76	11
MTX3	12.67373917	0.74	31
MUC12	12.64361461	0.43	15.84
MUC13	12.80536234	0.21	42
MUC15	9.975110296	0.85	-18
MUC16	13.2207017	0.48	-61
MUC17	13.93282682	0.35	43
MUC19	12.22500335	0.85	0.85
MUC2	14.1992146	0.47	43
MUC20	13.71837942	0.36	47
MUC21	14.72501874	0.22	36
MUC22	12.69494781	0.22	19.41
MUC3A	12.67740932	0.43	19.68
MUC4	13.73306981	0.36	49
MUC5AC	12.84461972	0.47	28.58
MUC6	14.17250505	0.25	43
MUC7	12.48580823	0.82	26
MUCL1	13.28914142	0.64	-4
MUL1	13.25899521	0.43	30
MUSK	12.44767282	0.38	9
MUSTN1	13.99277686	0.27	49
MUT	11.06827764	0.82	-14
MUTYH	13.81827174	0.25	29
MVB12A	13.70917957	0.21	26
MVB12B	11.63314996	0.63	33
MVD	13.59570269	0.17	41
MVK	13.00067021	0.43	38
MVP	13.07164331	0.2	12.6
MX1	12.44459336	0.48	53
MX2	12.3937258	0.51	46
MXD1	13.64597886	0.18	37
MXD3	13.7557786	0.23	53
MXD4	13.63738698	0.33	29
MXI1	12.90731696	0.36	12
MXRA7	13.7251109	0.18	26
MXRA8	14.37169934	0.27	28
MYADM	13.65264804	0.36	-50
MYADML2	12.61533586	0.21	11.06
MYB	11.91905702	0.4	32
MYBBP1A	14.04087165	0.27	22
MYBL1	12.70404401	0.15	37
MYBL2	12.85507722	0.29	24
MYBPC1	12.76039445	0.52	6
MYBPC2	13.85307317	0.46	30
MYBPC3	13.98935125	0.2	45
MYBPH	13.13745492	0.45	31
MYBPHL	13.80366467	0.25	29
MYC	12.91490369	0.2	23
MYCBP	13.17103925	0.46	24
MYCBP2	12.37416427	0.61	59
MYCBPAP	14.17511391	0.18	22
MYCL	13.81152362	0.24	31
MYCN	12.04151045	0.83	-12
MYCT1	12.14552083	0.6	-9
MYD88	12.61863584	0.34	32
MYEF2	12.30021851	0.52	-38
MYEOV	13.2321698	0.43	37
MYF5	10.23315095	0.86	-1
MYF6	10.23315095	0.86	-1
MYH1	11.24487607	0.7	-50
MYH10	13.37930992	0.39	10
MYH11	12.9848515	0.25	29
MYH13	11.3304679	0.62	-47
MYH14	14.01048095	0.49	26
MYH15	12.45867014	0.8	3
MYH2	11.23285436	0.68	-49
MYH3	11.00849601	0.68	-41
MYH4	11.25675498	0.71	-50
MYH6	14.01487276	0.33	31
MYH7	14.01480722	0.39	29
MYH7B	13.78341393	0.22	40
MYH8	11.29428426	0.67	-49
MYH9	14.01759553	0.28	49
MYL1	12.1384681	0.51	3
MYL10	13.38979937	0.21	45
MYL12A	13.22124173	0.33	55
MYL12B	13.22124173	0.28	55
MYL2	13.71858658	0.47	47
MYL3	12.96676632	0.38	40
MYL4	13.77476981	0.28	22
MYL5	13.36895311	0.31	12
MYL6	14.87262145	0.16	40
MYL6B	14.87262145	0.16	40
MYL7	13.95624941	0.25	56
MYL9	13.66280567	0.19	46
MYLIP	11.97837499	0.62	27
MYLK	12.55687387	0.32	32
MYLK2	13.83133076	0.24	37
MYLK3	13.00227268	0.19	-10
MYLK4	13.06121962	0.31	28
MYLPF	14.65400579	0.16	47
MYNN	12.90104815	0.67	2
MYO10	12.52811267	0.55	-15
MYO15A	13.7226823	0.18	29
MYO15B	13.0515704	0.2	18.09
MYO16	11.59837813	0.51	-19
MYO18A	14.26023228	0.23	33
MYO18B	12.19733962	0.63	-37
MYO19	12.94041455	0.55	23
MYO1A	14.52202894	0.2	41
MYO1B	13.08259083	0.38	4
MYO1C	14.13820546	0.22	18
MYO1D	13.12800344	0.53	5
MYO1E	13.55807572	0.29	43
MYO1F	13.42154013	0.18	-7
MYO1G	13.92035244	0.22	57
MYO1H	12.99195168	0.44	39
MYO3A	11.05576698	0.78	-6
MYO3B	12.68970794	0.72	28
MYO5A	13.15621199	0.32	19
MYO5B	12.52844234	0.44	40
MYO5C	13.18944242	0.22	24
MYO6	12.80062802	0.42	17
MYO7A	13.00081928	0.42	42
MYO7B	13.17687618	0.2	36
MYO9A	13.89682138	0.39	22
MYO9B	13.75941205	0.31	36
MYOC	12.92636552	0.66	10
MYOCD	11.64038597	0.81	-54
MYOD1	12.87748022	0.63	17
MYOF	13.03561306	0.31	16
MYOG	12.97259807	0.39	42
MYOM1	13.29397782	0.38	50
MYOM2	11.55263644	0.6	-26
MYOM3	13.61352166	0.17	22
MYOT	13.76096672	0.36	47
MYOZ1	13.86601259	0.15	43
MYOZ2	12.39324492	0.61	1
MYOZ3	13.91762932	0.2	54
MYPN	12.91819613	0.25	19
MYPOP	13.68196431	0.2	41
MYRF	14.02999916	0.21	59
MYRFL	12.72838304	0.52	21.82
MYRIP	12.18354581	0.77	9
MYSM1	12.62388455	0.52	-2
MYT1	13.60787242	0.31	48
MYT1L	10.91292248	0.67	-24
MYZAP	12.39071637	0.48	9.07
MZB1	12.5423382	0.17	7.26
MZT1	12.45820396	0.66	-9
MZT2A	13.02960095	0.54	29
MZT2B	12.76510827	0.55	22
N4BP1	11.96207567	0.35	1
N4BP2	13.20029987	0.22	45
N4BP2L1	12.33105636	0.44	53
N4BP2L2	12.3764397	0.44	47
N4BP3	13.61912699	0.19	39
N6AMT1	12.65364213	0.48	6
NAA11	11.54272696	0.57	-5
NAA15	12.87359428	0.25	26
NAA16	12.62083771	0.28	51
NAA20	12.32735621	0.5	12
NAA25	13.55605955	0.26	42
NAA30	11.92253531	0.72	16
NAA35	12.67646682	0.39	21
NAA38	14.58033401	0.8	24
NAA40	14.09509796	0.15	42
NAA50	12.99800125	0.42	24
NAA60	13.89585753	0.27	34
NAAA	13.08844458	0.43	44
NAALAD2	11.78999644	0.85	-22
NAALADL1	14.99940075	0.21	46
NAALADL2	10.97543069	0.79	-15
NAB1	13.13068268	0.2	37
NAB2	14.52202894	0.17	41
NABP1	11.98583736	0.33	20
NABP2	14.87263084	0.17	46
NACA	14.78542926	0.14	47
NACA2	12.68721711	0.36	-8
NACAD	12.69510183	0.24	11.7
NACC1	14.48254423	0.22	41
